[2025-10-01 21:07:38.867300] [0x0000007f9ee9b7c0] [MocapTag] [0x0000150e] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 21:07:41.883097] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1306] 1759367261882985, 5.81068, -0.0247362, -0.387068, -0.310496, -0.999634, -0.00675135, 0.0113722, 0.0236103, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.885812] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1307] 1759367261885697, 5.81339, -0.0247362, -0.387068, -0.310496, -0.999634, -0.00675135, 0.0113722, 0.0236103, 0, 0.00301517, 0, 0, 0, 0, 
[2025-10-01 21:07:41.888810] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1309] 1759367261888697, 5.81639, -0.0247362, -0.387068, -0.310496, -0.999634, -0.00675135, 0.0113722, 0.0236103, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.891316] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1310] 1759367261891204, 5.8189, -0.0250516, -0.387211, -0.31039, -0.999624, -0.00663157, 0.0113143, 0.0240773, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.894808] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1311] 1759367261894696, 5.82239, -0.0250516, -0.387211, -0.31039, -0.999624, -0.00663157, 0.0113143, 0.0240773, -0.0315394, -0.014363, 0.0106009, 0, 0, 0.0937775, 
[2025-10-01 21:07:41.898083] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1313] 1759367261897971, 5.82566, -0.0250516, -0.387211, -0.31039, -0.999624, -0.00663157, 0.0113143, 0.0240773, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.900563] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1314] 1759367261900454, 5.82815, -0.0249696, -0.387131, -0.310445, -0.99963, -0.00664072, 0.0112983, 0.0238497, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.903488] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1315] 1759367261903375, 5.83107, -0.0249696, -0.387131, -0.310445, -0.99963, -0.00664072, 0.0112983, 0.0238497, 0.00819666, 0.00808711, -0.00551618, 0, 0, -0.0455368, 
[2025-10-01 21:07:41.906099] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1316] 1759367261905984, 5.83368, -0.0249696, -0.387131, -0.310445, -0.99963, -0.00664072, 0.0112983, 0.0238497, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.909029] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1318] 1759367261908919, 5.83661, -0.0249696, -0.387131, -0.310445, -0.99963, -0.00664072, 0.0112983, 0.0238497, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.913034] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1319] 1759367261912928, 5.84062, -0.0248722, -0.387059, -0.310524, -0.999634, -0.00670272, 0.0112709, 0.0236643, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.916009] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1320] 1759367261915864, 5.84356, -0.0248722, -0.387059, -0.310524, -0.999634, -0.00670272, 0.0112709, 0.0236643, 0.00973716, 0.00715579, -0.0078668, 0, 0, -0.0372071, 
[2025-10-01 21:07:41.918800] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1322] 1759367261918689, 5.84638, -0.0248722, -0.387059, -0.310524, -0.999634, -0.00670272, 0.0112709, 0.0236643, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.921281] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1323] 1759367261921177, 5.84887, -0.024877, -0.387038, -0.310547, -0.999635, -0.00670606, 0.0112665, 0.0236136, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.924125] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1324] 1759367261924013, 5.8517, -0.024877, -0.387038, -0.310547, -0.999635, -0.00670606, 0.0112665, 0.0236136, 0, 0.00209524, -0.00239111, 0, 0, 0, 
[2025-10-01 21:07:41.926679] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1326] 1759367261926621, 5.85431, -0.024877, -0.387038, -0.310547, -0.999635, -0.00670606, 0.0112665, 0.0236136, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.930872] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1327] 1759367261930760, 5.85845, -0.024877, -0.387038, -0.310547, -0.999635, -0.00670606, 0.0112665, 0.0236136, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.933586] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1328] 1759367261933476, 5.86117, -0.0251685, -0.387198, -0.310442, -0.999626, -0.00658474, 0.0111765, 0.0240775, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.936437] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1329] 1759367261936343, 5.86403, -0.0251685, -0.387198, -0.310442, -0.999626, -0.00658474, 0.0111765, 0.0240775, -0.029151, -0.0159719, 0.0105638, 0, 0, 0.093209, 
[2025-10-01 21:07:41.939222] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1331] 1759367261939108, 5.8668, -0.0251685, -0.387198, -0.310442, -0.999626, -0.00658474, 0.0111765, 0.0240775, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.941672] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1332] 1759367261941530, 5.86922, -0.0251013, -0.387139, -0.310496, -0.999631, -0.00660007, 0.0111487, 0.0238871, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.947575] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1334] 1759367261947454, 5.87514, -0.0251013, -0.387139, -0.310496, -0.999631, -0.00660007, 0.0111487, 0.0238871, 0.00671265, 0.00585567, -0.00540071, 0, 0, -0.0381079, 
[2025-10-01 21:07:41.949502] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1335] 1759367261949384, 5.87707, -0.0251013, -0.387139, -0.310496, -0.999631, -0.00660007, 0.0111487, 0.0238871, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.952068] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1336] 1759367261951960, 5.87965, -0.0249943, -0.385493, -0.309837, -0.999518, -0.010758, 0.0120568, 0.0264901, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.954842] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1337] 1759367261954735, 5.88243, -0.0249943, -0.385493, -0.309837, -0.999518, -0.010758, 0.0120568, 0.0264901, 0.0107046, 0.164608, 0.0658766, 0.820851, 0.206806, 0.509621, 
[2025-10-01 21:07:41.957566] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1339] 1759367261957455, 5.88515, -0.0249943, -0.385493, -0.309837, -0.999518, -0.010758, 0.0120568, 0.0264901, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.961996] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1340] 1759367261961885, 5.88958, -0.0249811, -0.38708, -0.310575, -0.999639, -0.00660896, 0.0110415, 0.0235998, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.965139] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1341] 1759367261965027, 5.89272, -0.0249811, -0.38708, -0.310575, -0.999639, -0.00660896, 0.0110415, 0.0235998, 0, -0.158713, -0.0737745, -0.817919, -0.228568, -0.566994, 
[2025-10-01 21:07:41.967763] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1343] 1759367261967646, 5.89534, -0.0249811, -0.38708, -0.310575, -0.999639, -0.00660896, 0.0110415, 0.0235998, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.970532] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1344] 1759367261970421, 5.89811, -0.0252467, -0.387228, -0.310468, -0.999629, -0.00651308, 0.0109578, 0.0240814, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.973298] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1345] 1759367261973189, 5.90088, -0.0252467, -0.387228, -0.310468, -0.999629, -0.00651308, 0.0109578, 0.0240814, -0.0265534, -0.0148038, 0.0106633, 0, 0, 0.0966705, 
[2025-10-01 21:07:41.977011] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1347] 1759367261976925, 5.90462, -0.0252467, -0.387228, -0.310468, -0.999629, -0.00651308, 0.0109578, 0.0240814, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.979765] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1348] 1759367261979652, 5.90734, -0.0252467, -0.387228, -0.310468, -0.999629, -0.00651308, 0.0109578, 0.0240814, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.982196] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1349] 1759367261982089, 5.90978, -0.0251385, -0.387185, -0.310491, -0.999632, -0.00655478, 0.0109849, 0.0239308, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.985368] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1350] 1759367261985254, 5.91294, -0.0251385, -0.387185, -0.310491, -0.999632, -0.00655478, 0.0109849, 0.0239308, 0.0108218, 0.00430314, -0.00232272, 0, 0, 0, 
[2025-10-01 21:07:41.987770] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1352] 1759367261987655, 5.91535, -0.0251385, -0.387185, -0.310491, -0.999632, -0.00655478, 0.0109849, 0.0239308, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.991771] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1353] 1759367261991657, 5.91935, -0.024947, -0.387093, -0.310542, -0.999637, -0.00663425, 0.0110926, 0.0236303, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.996965] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1355] 1759367261996883, 5.92457, -0.024947, -0.387093, -0.310542, -0.999637, -0.00663425, 0.0110926, 0.0236303, 0.0191428, 0.00923691, -0.00505313, 0, 0, -0.0604112, 
[2025-10-01 21:07:41.998994] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1356] 1759367261998880, 5.92657, -0.024947, -0.387093, -0.310542, -0.999637, -0.00663425, 0.0110926, 0.0236303, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:41.999760] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1357] 1759367261999656, 5.92735, -0.024947, -0.387093, -0.310542, -0.999637, -0.00663425, 0.0110926, 0.0236303, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.002520] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1358] 1759367262002416, 5.93011, -0.0248725, -0.387069, -0.310539, -0.999636, -0.00671123, 0.01123, 0.0235756, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.007028] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1360] 1759367262006938, 5.93463, -0.0248725, -0.387069, -0.310539, -0.999636, -0.00671123, 0.01123, 0.0235756, 0.00745417, 0.00239842, 0, 0, 0, 0, 
[2025-10-01 21:07:42.009820] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1361] 1759367262009652, 5.93734, -0.0248725, -0.387069, -0.310539, -0.999636, -0.00671123, 0.01123, 0.0235756, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.012367] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1362] 1759367262012256, 5.93995, -0.0250681, -0.387212, -0.310403, -0.999625, -0.00661664, 0.0113148, 0.0240316, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.016711] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1363] 1759367262016619, 5.94431, -0.0250681, -0.387212, -0.310403, -0.999625, -0.00661664, 0.0113148, 0.0240316, -0.0195596, -0.0142937, 0.0136033, 0, 0, 0.0913545, 
[2025-10-01 21:07:42.018036] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1365] 1759367262017922, 5.94561, -0.0250681, -0.387212, -0.310403, -0.999625, -0.00661664, 0.0113148, 0.0240316, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.020476] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1366] 1759367262020365, 5.94806, -0.0249476, -0.387176, -0.31042, -0.999625, -0.00675443, 0.0113533, 0.0239877, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.023545] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1367] 1759367262023439, 5.95113, -0.0249476, -0.387176, -0.31042, -0.999625, -0.00675443, 0.0113533, 0.0239877, 0.0120442, 0.00357287, 0, 0, 0, 0, 
[2025-10-01 21:07:42.026248] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1368] 1759367262026159, 5.95385, -0.0249476, -0.387176, -0.31042, -0.999625, -0.00675443, 0.0113533, 0.0239877, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.029167] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1370] 1759367262029055, 5.95675, -0.0249476, -0.387176, -0.31042, -0.999625, -0.00675443, 0.0113533, 0.0239877, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.031734] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1371] 1759367262031628, 5.95932, -0.0247337, -0.387083, -0.310503, -0.999631, -0.00670641, 0.0115889, 0.0236365, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.034629] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1372] 1759367262034516, 5.96221, -0.0247337, -0.387083, -0.310503, -0.999631, -0.00670641, 0.0115889, 0.0236365, 0.0213987, 0.00928388, -0.00828725, 0, 0.0464441, -0.0704374, 
[2025-10-01 21:07:42.039257] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1374] 1759367262039142, 5.96683, -0.0247337, -0.387083, -0.310503, -0.999631, -0.00670641, 0.0115889, 0.0236365, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.041857] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1375] 1759367262041751, 5.96944, -0.0246633, -0.387072, -0.310515, -0.99963, -0.0067134, 0.0116644, 0.0236303, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.044683] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1376] 1759367262044578, 5.97227, -0.0246633, -0.387072, -0.310515, -0.99963, -0.0067134, 0.0116644, 0.0236303, 0.00703103, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.047380] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1378] 1759367262047262, 5.97495, -0.0246633, -0.387072, -0.310515, -0.99963, -0.0067134, 0.0116644, 0.0236303, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.049852] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1379] 1759367262049740, 5.97743, -0.0246633, -0.387072, -0.310515, -0.99963, -0.0067134, 0.0116644, 0.0236303, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.052545] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1380] 1759367262052440, 5.98013, -0.0248917, -0.387207, -0.310401, -0.99962, -0.00661078, 0.0116524, 0.0240881, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.057246] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1382] 1759367262057155, 5.98485, -0.0248917, -0.387207, -0.310401, -0.99962, -0.00661078, 0.0116524, 0.0240881, -0.0228306, -0.0134571, 0.0114456, 0, 0, 0.0918623, 
[2025-10-01 21:07:42.060735] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1383] 1759367262060624, 5.98832, -0.0248917, -0.387207, -0.310401, -0.99962, -0.00661078, 0.0116524, 0.0240881, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.062536] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1384] 1759367262062430, 5.99012, -0.024775, -0.387142, -0.310429, -0.999625, -0.00662431, 0.0116916, 0.0238613, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.065396] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1385] 1759367262065293, 5.99298, -0.024775, -0.387142, -0.310429, -0.999625, -0.00662431, 0.0116916, 0.0238613, 0.0116698, 0.00649223, -0.00284576, 0, 0, -0.0454716, 
[2025-10-01 21:07:42.069987] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1387] 1759367262069878, 5.99757, -0.024775, -0.387142, -0.310429, -0.999625, -0.00662431, 0.0116916, 0.0238613, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.072919] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1388] 1759367262072815, 6.00051, -0.0246225, -0.387083, -0.310489, -0.999629, -0.00668373, 0.0117121, 0.0236523, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.075859] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1389] 1759367262075733, 6.00342, -0.0246225, -0.387083, -0.310489, -0.999629, -0.00668373, 0.0117121, 0.0236523, 0.0152466, 0.00592771, -0.00601826, 0, 0, -0.0419676, 
[2025-10-01 21:07:42.078749] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1391] 1759367262078634, 6.00633, -0.0246225, -0.387083, -0.310489, -0.999629, -0.00668373, 0.0117121, 0.0236523, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.081351] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1392] 1759367262081241, 6.00893, -0.0245724, -0.387063, -0.31047, -0.99963, -0.00679115, 0.0116544, 0.0236279, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.085575] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1393] 1759367262085468, 6.01316, -0.0245724, -0.387063, -0.31047, -0.99963, -0.00679115, 0.0116544, 0.0236279, 0.00501291, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.088609] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1395] 1759367262088488, 6.01618, -0.0245724, -0.387063, -0.31047, -0.99963, -0.00679115, 0.0116544, 0.0236279, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.091125] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1396] 1759367262091014, 6.0187, -0.0248265, -0.387209, -0.310346, -0.99962, -0.0066802, 0.011628, 0.0240763, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.094090] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1397] 1759367262093982, 6.02167, -0.0248265, -0.387209, -0.310346, -0.99962, -0.0066802, 0.011628, 0.0240763, -0.025415, -0.0146098, 0.012386, 0, 0, 0.0900168, 
[2025-10-01 21:07:42.099423] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1399] 1759367262099288, 6.02698, -0.0248265, -0.387209, -0.310346, -0.99962, -0.0066802, 0.011628, 0.0240763, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.100015] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1400] 1759367262099928, 6.02762, -0.0248265, -0.387209, -0.310346, -0.99962, -0.0066802, 0.011628, 0.0240763, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.102703] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1401] 1759367262102597, 6.03029, -0.0247535, -0.387164, -0.310382, -0.999624, -0.00669958, 0.0116744, 0.023901, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.105632] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1402] 1759367262105518, 6.03321, -0.0247535, -0.387164, -0.310382, -0.999624, -0.00669958, 0.0116744, 0.023901, 0.00730288, 0.00446924, -0.00360147, 0, 0, -0.0351783, 
[2025-10-01 21:07:42.109036] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1404] 1759367262108911, 6.0366, -0.0247535, -0.387164, -0.310382, -0.999624, -0.00669958, 0.0116744, 0.023901, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.110961] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1405] 1759367262110849, 6.03854, -0.0246057, -0.387074, -0.310443, -0.99963, -0.00674075, 0.0117125, 0.0236128, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.113819] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1406] 1759367262113710, 6.0414, -0.0246057, -0.387074, -0.310443, -0.99963, -0.00674075, 0.0117125, 0.0236128, 0.0147788, 0.00895343, -0.00605022, 0, 0, -0.0578158, 
[2025-10-01 21:07:42.118444] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1408] 1759367262118330, 6.04602, -0.0246057, -0.387074, -0.310443, -0.99963, -0.00674075, 0.0117125, 0.0236128, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.120962] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1409] 1759367262120854, 6.04854, -0.024608, -0.38707, -0.310471, -0.999633, -0.00673132, 0.0116608, 0.0235147, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.124012] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1410] 1759367262123896, 6.05159, -0.024608, -0.38707, -0.310471, -0.999633, -0.00673132, 0.0116608, 0.0235147, 0, 0, -0.00287342, 0, 0, 0, 
[2025-10-01 21:07:42.126675] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1412] 1759367262126617, 6.05431, -0.024608, -0.38707, -0.310471, -0.999633, -0.00673132, 0.0116608, 0.0235147, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.129249] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1413] 1759367262129137, 6.05683, -0.024608, -0.38707, -0.310471, -0.999633, -0.00673132, 0.0116608, 0.0235147, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.131837] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1414] 1759367262131730, 6.05942, -0.0249002, -0.387222, -0.310377, -0.999623, -0.00658508, 0.0115794, 0.0240084, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.136743] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1415] 1759367262136650, 6.06434, -0.0249002, -0.387222, -0.310377, -0.999623, -0.00658508, 0.0115794, 0.0240084, -0.0292256, -0.0152386, 0.00939849, 0, 0, 0.0992265, 
[2025-10-01 21:07:42.139604] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1417] 1759367262139492, 6.06718, -0.0249002, -0.387222, -0.310377, -0.999623, -0.00658508, 0.0115794, 0.0240084, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.142181] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1418] 1759367262142074, 6.06977, -0.0248609, -0.387199, -0.310439, -0.999625, -0.00663181, 0.0115449, 0.0239241, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.145025] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1419] 1759367262144877, 6.07257, -0.0248609, -0.387199, -0.310439, -0.999625, -0.00663181, 0.0115449, 0.0239241, 0.00392824, 0.00233516, -0.00613567, 0, 0, 0, 
[2025-10-01 21:07:42.147809] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1421] 1759367262147689, 6.07538, -0.0248609, -0.387199, -0.310439, -0.999625, -0.00663181, 0.0115449, 0.0239241, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.153116] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1422] 1759367262153004, 6.0807, -0.024738, -0.3871, -0.310487, -0.99963, -0.00680802, 0.0113218, 0.0237829, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.155938] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1423] 1759367262155821, 6.08351, -0.024738, -0.3871, -0.310487, -0.99963, -0.00680802, 0.0113218, 0.0237829, 0.0122929, 0.00987784, -0.00480858, 0.0366211, -0.043951, 0, 
[2025-10-01 21:07:42.158921] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1425] 1759367262158808, 6.0865, -0.024738, -0.3871, -0.310487, -0.99963, -0.00680802, 0.0113218, 0.0237829, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.161294] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1426] 1759367262161190, 6.08888, -0.0247611, -0.387109, -0.310543, -0.999634, -0.00662368, 0.0114402, 0.0236151, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.165859] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1427] 1759367262165736, 6.09343, -0.0247611, -0.387109, -0.310543, -0.999634, -0.00662368, 0.0114402, 0.0236151, -0.00231247, 0, -0.00559822, -0.0370264, 0, 0, 
[2025-10-01 21:07:42.168828] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1429] 1759367262168715, 6.09641, -0.0247611, -0.387109, -0.310543, -0.999634, -0.00662368, 0.0114402, 0.0236151, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.171297] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1430] 1759367262171194, 6.09889, -0.0250595, -0.387242, -0.310437, -0.999625, -0.00651802, 0.0113305, 0.0240459, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.174672] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1431] 1759367262174565, 6.10226, -0.0250595, -0.387242, -0.310437, -0.999625, -0.00651802, 0.0113305, 0.0240459, -0.0298422, -0.0132573, 0.0106205, 0, 0, 0.0865668, 
[2025-10-01 21:07:42.176684] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1433] 1759367262176625, 6.10432, -0.0250595, -0.387242, -0.310437, -0.999625, -0.00651802, 0.0113305, 0.0240459, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.179493] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1434] 1759367262179381, 6.10707, -0.0250595, -0.387242, -0.310437, -0.999625, -0.00651802, 0.0113305, 0.0240459, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.182676] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1435] 1759367262182571, 6.11026, -0.0249904, -0.387166, -0.310474, -0.999631, -0.0065327, 0.0112256, 0.0238394, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:42.185758] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1436] 1759367262185625, 6.11332, -0.0249904, -0.387166, -0.310474, -0.999631, -0.0065327, 0.0112256, 0.0238394, 0.00691848, 0.00763151, -0.00375115, 0, 0, -0.0412356, 
[2025-10-01 21:07:42.188699] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [1438] 1759367262188586, 6.11628, -0.0249904, -0.387166, -0.310474, -0.999631, -0.0065327, 0.0112256, 0.0238394, 0, 0, 0, 0, 0, 0, 
